recordID,acceptedNameUsage,verbatimIdentification,species,kingdom,phylum,class,order,family,taxonRank,locationID,higherGeographyID,locality,locationRemarks,lat,long,countryCode_alpha3,occurrenceStatus,occurrenceRemarks,establishmentMeans,occurrenceReference,eradicationStatus,eradicationYear,eradicationReference,estimatedIntroductionDate,firstObservationRecord,firstPublishedRecord,firstRecordReference,habitat,isInvasive,invasiveReference
626,"Cheiracanthium furculatum Karsch, 1879",Cheiracanthium furculatum,Cheiracanthium furculatum,Animalia,Arthropoda,Arachnida,Araneae,Cheiracanthiidae,species,PEDWAR,sub-Antarctic,Prince Edward Islands,Marion Island,-46.79491038,37.79328163,ZAF,present,"1 individual, vagrant",vagrant,[5][7][16][223],,,,,2004,2005,[5][16],terrestrial,Non-invasive,[5]
627,"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch",Chenopodium murale,Chenopodiastrum murale,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,rare,introduced,[65][97][212][217][344],,,,,1908,1913,[97][184][217],terrestrial,Non-invasive,[217]
628,Chenopodium album L.,Chenopodium album,Chenopodium album,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,species,CAMPBE,sub-Antarctic,Campbell,Campbell Island/Motu Ihupuku,-52.53763652,169.1425801,NZL,present,transient,vagrant,[65][134][191],,,,,1945,1951,[191],terrestrial,Non-invasive,[134]
629,Chenopodium album L.,Chenopodium album,Chenopodium album,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,Pebble Island,-51.78640574,-59.10198666,FLK,uncertain,probably locally extirpated,introduced,[211][275],,,,,,,,terrestrial,Non-invasive,[275]
630,Chenopodium album L.,Chenopodium album,Chenopodium album,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,uncertain,rare,introduced,[65][94][97][212][217][344],,,,,1793,1811,[97][184][217],terrestrial,Non-invasive,[97][217]
631,"Cheyletiella parasitivorax MŽgnin, 1878",Cheyletiella parasitivorax,Cheyletiella parasitivorax,Animalia,Arthropoda,Arachnida,Trombidiformes,Cheyletidae,species,MACQUA,sub-Antarctic,Macquarie,Macquarie Island,-54.62342985,158.8592739,AUS,present,,introduced,[18][174],,,,,,,,host,Inconclusive,
632,"Cheyletus eruditus (Schrank, 1781)",Cheyletus eruditus,Cheyletus eruditus,Animalia,Arthropoda,Arachnida,Trombidiformes,Cheyletidae,species,MACQUA,sub-Antarctic,Macquarie,Macquarie Island,-54.62342985,158.8592739,AUS,present,,introduced,[174],,,,,,,,terrestrial,Inconclusive,
633,"Cheyletus Latreille, 1776",Cheyletus sp.,Cheyletus sp.,Animalia,Arthropoda,Arachnida,Trombidiformes,Cheyletidae,genus,ACBR02,Antarctica,South Orkney Islands,South Orkney Islands,-60.6413192,-45.24235979,ATA,present,one or two specimens,introduced,[174][348],,,,,1961-1964,1973,[348],terrestrial,Non-invasive,[348]
634,"Chloephaga picta (Gmelin, 1789)",Chloephaga picta,Chloephaga picta,Animalia,Chordata,Aves,Anseriformes,Anatidae,species,SGEORG,sub-Antarctic,South Georgia and the South Sandwich Islands,South Georgia,-54.31514083,-36.70984596,SGS,present,,introduced,[144],,,,,1910-1911,1916,[144],terrestrial|freshwater,Inconclusive,
635,"Chloris chloris (Linnaeus, 1758)",Carduelis chloris,Chloris chloris,Animalia,Chordata,Aves,Passeriformes,Fringillidae,species,SNARES,sub-Antarctic,Snares,The Snares/Tini Heke,-48.03671683,166.5629409,NZL,uncertain,vagrant,vagrant,[53],,,,,,1969,[53],terrestrial,Non-invasive,[53]
636,"Chlorocebus pygerythrus (F.Cuvier, 1821)",Chlorocebus pygerythrus,Chlorocebus pygerythrus,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,species,SGEORG,sub-Antarctic,South Georgia and the South Sandwich Islands,South Georgia,-54.31514083,-36.70984596,SGS,absent,extinct minor effects,introduced,[48],,,,,1914,,[48],terrestrial,Non-invasive,[48]
637,Chlorophytum comosum (Thunb.) Jacques,Chlorophytum comosum,Chlorophytum comosum,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,,introduced,[212][217],,,,,2007,2009,[217],terrestrial,Non-invasive,[217]
638,Chondrostereum purpureum (Pers.) Pouzar,Chondrostereum purpureum,Chondrostereum purpureum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cyphellaceae,species,ACBR03,Antarctica,North-west Antarctic Peninsula,"King George Island, South Shetland Islands",-69,-65,ATA,absent,eradicated,introduced,[312],eradicated,2008,[312],2007/2008,2007/2008,2011,[312],terrestrial,Non-invasive,[312]
639,"Christensenidrilus blocki (D—zsa-Farkas & Convey, 1997)",Christensenidrilus blocki,Christensenidrilus blocki,Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,species,ACBR03,Antarctica,North-west Antarctic Peninsula,"Rothera Research Station, Marguerite Bay",-69,-65,ATA,absent,eradicated,introduced,[310],eradicated,2005,[310],2005,2005,2010,[310],terrestrial,Non-invasive,[310]
640,"Christensenidrilus blocki (D—zsa-Farkas & Convey, 1997)",Christensenidrilus blocki,Christensenidrilus blocki,Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,species,ACBR02,Antarctica,South Orkney Islands,Signy Island,-60.6413192,-45.24235979,ATA,present,,introduced,[1][110][187][220][276][285],,,,1967,1967-1968,1982,[110][187][288],terrestrial,Non-invasive,[110]
641,Chrysanthemum x leucanthum (Makino) Makino,Chrysanthemum leucanthemum,Chrysanthemum leucanthum,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,present,rare,introduced,[83],,,,,1964,1967,[83],terrestrial,Non-invasive,[83]
642,Chrysomelidae,Chrysomelidae sp.,NA,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,family,PEDWAR,sub-Antarctic,Prince Edward Islands,Marion Island,-46.79491038,37.79328163,ZAF,uncertain,not established,introduced,[16][206][223],,,,,1996,1998,[16][206],terrestrial,Non-invasive,[16]
643,"Chrysotus kerguelensis Enderlein, 1909",Chrysotus kerguelensis,Chrysotus kerguelensis,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,species,KERGUE,sub-Antarctic,Kerguelen,ëles Kerguelen,-49.32249108,69.47727492,ATF,absent,not established,introduced,[224][122],,,,,1902,1908,[224][122],terrestrial,Non-invasive,[224]
644,Cichorium endivia L.,Cichorium endivia var. crispa,Cichorium endivia,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,variety,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Amsterdam,-38.26674246,77.54711913,ATF,present,in gardens,introduced,[340],,,,,,,,terrestrial,Non-invasive,[340]
645,Cichorium endivia L.,Cichorium endivia var. latifolia,Cichorium endivia,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,variety,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Amsterdam,-38.26674246,77.54711913,ATF,present,in gardens,introduced,[340],,,,,,,,terrestrial,Non-invasive,[340]
646,Cichorium intybus L.,Cichorium intybus,Cichorium intybus,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,present,very rare,introduced,[211][275],,,,,,,,terrestrial,Non-invasive,[275]
647,Cichorium intybus L.,Cichorium intybus,Cichorium intybus,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Amsterdam,-38.26674246,77.54711913,ATF,present,,introduced,[340],,,,,,,,terrestrial,Inconclusive,
648,"Cimex lectularius Linnaeus, 1758",Cimex lectularius,Cimex lectularius,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,synanthropic,introduced,[3],,,,,,,,host,Inconclusive,
649,Cirsium arvense (L.) Scop.,Cirsium arvense,Cirsium arvense,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,CROZET,sub-Antarctic,Crozet,ële de la Possession,-46.21174594,51.24779081,ATF,present,persistent alien,introduced,[1][65][130][338],,,,,1978,,[338],terrestrial,Inconclusive,
650,Cirsium arvense (L.) Scop.,Cirsium arvense,Cirsium arvense,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,KERGUE,sub-Antarctic,Kerguelen,ëles Kerguelen,-49.32249108,69.47727492,ATF,present,,introduced,[1][65][130],,,,,1996,,[130],terrestrial,Inconclusive,
651,Cirsium arvense (L.) Scop.,Cirsium arvense,Cirsium arvense,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Amsterdam,-38.26674246,77.54711913,ATF,present,,introduced,[65][340],,,,,,,,terrestrial,Inconclusive,
652,Cirsium arvense (L.) Scop.,Cirsium arvense var. arvense,Cirsium arvense,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,variety,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,local and scarce to common,introduced,[65][81][83][211][275][333],,,,,1949,1965,[83],terrestrial,Non-invasive,[81][275]
653,Cirsium arvense (L.) Scop.,Cirsium arvense var. arvense,Cirsium arvense,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,variety,FALKLA,sub-Antarctic,Falklands/Malvinas,Saunders Island,-51.78640574,-59.10198666,FLK,present,rare,introduced,[211][275],,,,,,,,terrestrial,Non-invasive,[275]
654,Cirsium arvense (L.) Scop.,Cirsium arvense var. arvense,Cirsium arvense,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,variety,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,present,local and scarce to common,introduced,[65][81][83][211][275][333],,,,,1949-1951,1965,[83][91],terrestrial,Non-invasive,[81][275]
655,Cirsium palustre (L.) Scop.,Cirsium palustre,Cirsium palustre,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,KERGUE,sub-Antarctic,Kerguelen,ëles Kerguelen,-49.32249108,69.47727492,ATF,present,,introduced,[130][340],,,,,1903,,[130],terrestrial,Inconclusive,
656,Cirsium vulgare (Savi) Ten.,Cirsium vulgare,Cirsium vulgare,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,CROZET,sub-Antarctic,Crozet,ële de la Possession,-46.21174594,51.24779081,ATF,present,,introduced,[130][340],,,,,,,,terrestrial,Inconclusive,
657,Cirsium vulgare (Savi) Ten.,Cirsium vulgare,Cirsium vulgare,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,"local but common, invasive",introduced,[65][81][275][333],,,,,,,,terrestrial,Invasive,[211]
658,Cirsium vulgare (Savi) Ten.,Cirsium vulgare,Cirsium vulgare,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,Keppel Island,-51.78640574,-59.10198666,FLK,present,rare,introduced,[275],,,,,,,,terrestrial,Non-invasive,[275]
659,Cirsium vulgare (Savi) Ten.,Cirsium vulgare,Cirsium vulgare,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,Pebble Island,-51.78640574,-59.10198666,FLK,present,rare,introduced,[275],,,,,,,,terrestrial,Non-invasive,[275]
660,Cirsium vulgare (Savi) Ten.,Cirsium vulgare,Cirsium vulgare,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,Saunders Island,-51.78640574,-59.10198666,FLK,present,rare,introduced,[275],,,,,,,,terrestrial,Non-invasive,[275]
661,Cirsium vulgare (Savi) Ten.,Cirsium vulgare,Cirsium vulgare,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,present,"local but common, invasive",introduced,[65][81][333],,,,,,,,terrestrial,Invasive,[211]
662,Cirsium vulgare (Savi) Ten.,Cirsium vulgare,Cirsium vulgare,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Amsterdam,-38.26674246,77.54711913,ATF,present,population declining,introduced,[65][75][130][340],,,,,1974-1975,,[75][130],terrestrial,Non-invasive,[75]
663,Cirsium vulgare (Savi) Ten.,Cirsium vulgare,Cirsium vulgare,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Saint-Paul,-38.26674246,77.54711913,ATF,present,widespread,introduced,[75],,,,,,,,terrestrial,Invasive,[75]
664,Cirsium vulgare (Savi) Ten.,Cirsium vulgare,Cirsium vulgare,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,,introduced,[212][333],,,,,,,,terrestrial,Inconclusive,
665,Citrullus lanatus (Thunb.) Matsum. & Nakai,Citrullus vulgaris,Citrullus lanatus,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,species,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Amsterdam,-38.26674246,77.54711913,ATF,present,in gardens,introduced,[340],,,,,,,,terrestrial,Non-invasive,[340]
666,Citrus aurantium L.,Citrus sinensis,Citrus aurantium,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,species,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Amsterdam,-38.26674246,77.54711913,ATF,present,,introduced,[340],,,,,,,,terrestrial,Inconclusive,
667,Cladonia rangiferina (L.) Weber ex F.H.Wigg.,Cladonia rangiferina,Cladonia rangiferina,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,species,ACBR02,Antarctica,South Orkney Islands,Signy Island,-60.6413192,-45.24235979,ATA,absent,"survived two winters, then destroyed",introduced,[361],eradicated,1975,[361],,1972,1980,[361],terrestrial,Non-invasive,[361]
668,Claviceps purpurea (Fr.) Tul.,Claviceps purpurea,Claviceps purpurea,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,Falkland Islands,-51.78640574,-59.10198666,FLK,present,,introduced,[211],,,,,,,,host,Invasive,[211]
669,Claytonia perfoliata Donn.,Claytonia perfoliata,Claytonia perfoliata,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,present,local but common,introduced,[65][81][83][275][333],,,,,1964,1965,[83],terrestrial,Non-invasive,[81][275]
670,Clitocybe amarescens Harmaja,Clitocybe nitrophila,Clitocybe amarescens,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,Falkland Islands,-51.78640574,-59.10198666,FLK,present,,introduced,[211],,,,,,,,host,Inconclusive,
671,Clitocybe vibecina (Fr.) QuŽl.,Clitocybe vibecina,Clitocybe vibecina,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,Falkland Islands,-51.78640574,-59.10198666,FLK,present,,introduced,[211],,,,,,,,host,Inconclusive,
672,"Closterotomus norvegicus (Gmelin, 1790)",Calocoris norvegicus,Closterotomus norvegicus,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,,introduced,[3][55],,,,,,,,host,Inconclusive,
673,"Coccinella undecimpunctata Linnaeus, 1758",Coccinella unidecimpunctata,Coccinella undecimpunctata,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,,introduced,[55][165],,,,,,1984,[165],terrestrial,Inconclusive,
674,"Coccotydaeolus krantzi Baker, 1965",Coccotydaeolus cf. krantzii,Coccotydaeolus krantzi,Animalia,Arthropoda,Arachnida,Trombidiformes,Iolinidae,genus,ACBR03,Antarctica,North-west Antarctic Peninsula,"Deception Island, South Shetland Islands",-69,-65,ATA,present,widespread,introduced,[110][285],,,,,2010,2013,[110][163],terrestrial,Invasive,[110]
675,"Coccotydaeolus krantzi Baker, 1965",Coccotydaeolus cf. krantzii,Coccotydaeolus krantzi,Animalia,Arthropoda,Arachnida,Trombidiformes,Iolinidae,genus,ACBR03,Antarctica,North-west Antarctic Peninsula,"King George Island, South Shetland Islands",-69,-65,ATA,present,,introduced,[110][285],,,,,2010,2013,[110][163],terrestrial,Inconclusive,[110]
676,"Coccotydaeolus krantzi Baker, 1965",Coccotydaeolus cf. krantzii,Coccotydaeolus krantzi,Animalia,Arthropoda,Arachnida,Trombidiformes,Iolinidae,genus,ACBR03,Antarctica,North-west Antarctic Peninsula,"Livingston Island, South Shetland Islands",-69,-65,ATA,present,,introduced,[110][285],,,,,2011,2013,[110][163],terrestrial,Inconclusive,[110]
677,"Coccotydaeolus krantzi Baker, 1965",Coccotydaeolus cf. krantzii,Coccotydaeolus krantzi,Animalia,Arthropoda,Arachnida,Trombidiformes,Iolinidae,genus,ACBR03,Antarctica,North-west Antarctic Peninsula,Neko Harbour,-69,-65,ATA,present,,introduced,[110][285],,,,,2011,2013,[110][163],terrestrial,Inconclusive,[110]
678,"Coccotydaeolus krantzi Baker, 1965",Coccotydaeolus cf. krantzii,Coccotydaeolus krantzi,Animalia,Arthropoda,Arachnida,Trombidiformes,Iolinidae,genus,ACBR03,Antarctica,North-west Antarctic Peninsula,Petermann Island,-69,-65,ATA,present,,introduced,[110][285],,,,,2010,2013,[110][163],terrestrial,Inconclusive,[110]
679,"Coccus hesperidum Linnaeus, 1758",Coccus hesperidum,Coccus hesperidum,Animalia,Arthropoda,Insecta,Hemiptera,Coccidae,species,TRISTI,sub-Antarctic,Tristan group,Inaccessible Island,-37.28580305,-12.47670702,SHN,present,,introduced,[55][190],,,,2004-2009,2009-2011,2014,[63][190],host,Invasive,[63]
680,"Coccus hesperidum Linnaeus, 1758",Coccus hesperidum,Coccus hesperidum,Animalia,Arthropoda,Insecta,Hemiptera,Coccidae,species,TRISTI,sub-Antarctic,Tristan group,Nightingale Island,-37.28580305,-12.47670702,SHN,present,,introduced,[63],,,,,2016,2020,[63],host,Invasive,[63]
681,"Coccus hesperidum Linnaeus, 1758",Coccus hesperidum,Coccus hesperidum,Animalia,Arthropoda,Insecta,Hemiptera,Coccidae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,,introduced,[55][63][190],,,,,1989,2014,[63][190],host,Invasive,[63]
682,Cochlearia officinalis L.,Cochlearia officinalis,Cochlearia officinalis,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,local and scarce to common,introduced,[65][81][275][333],,,,,,,,terrestrial,Non-invasive,[81]
683,Cochlearia officinalis L.,Cochlearia officinalis,Cochlearia officinalis,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,present,local and scarce to common,introduced,[65][81][83][275][333],,,,,1907-1908,1911,[83][87],terrestrial,Non-invasive,[81]
684,"Coelopa africana Malloch, 1933",Coelopa africana,Coelopa africana,Animalia,Arthropoda,Insecta,Diptera,Coelopidae,species,TRISTI,sub-Antarctic,Tristan group,Gough Island,-37.28580305,-12.47670702,SHN,present,,introduced,[55][58][119][333],,,,,1999,2003,[58],terrestrial,Non-invasive,[58]
685,"Coenosia humilis Meigen, 1826",Coenosia humilis,Coenosia humilis,Animalia,Arthropoda,Insecta,Diptera,Muscidae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,,introduced,[3][55][155],,,,,,1965,[155],terrestrial,Inconclusive,
686,"Coenosia multimaculata (Adams, 1905)",Coenosia trina,Coenosia multimaculata,Animalia,Arthropoda,Insecta,Diptera,Muscidae,species,TRISTI,sub-Antarctic,Tristan group,Nightingale Island,-37.28580305,-12.47670702,SHN,present,,introduced,[155],,,,,,1999,[155],terrestrial,Inconclusive,
687,Colobanthus quitensis (Kunth) Bartling,Colobanthus quitensis,Colobanthus quitensis,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,species,ACBR08,Antarctica,North Victoria Land,Cape Hallett,-71,163,ATA,uncertain,transplanted beyond native Antarctic range (Antarctic Peninsula region),introduced,[361],,,,,1970,1970,[361],terrestrial,Inconclusive,
688,Colobanthus quitensis (Kunth) Bartling,Colobanthus quitensis,Colobanthus quitensis,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,species,ACBR09,Antarctica,South Victoria Land,Granite Harbour,-71,163,ATA,uncertain,transplanted beyond native Antarctic range (Antarctic Peninsula region),introduced,[361],,,,,1970,1970,[361],terrestrial,Inconclusive,
689,Colobanthus subulatus (d'Urv.) Hook.fil.,Colobanthus subulatus,Colobanthus subulatus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,species,ACBR02,Antarctica,South Orkney Islands,Signy Island,-60.6413192,-45.24235979,ATA,absent,eradicated,introduced,[289][361],eradicated,1973,[289],1967,1967,1979,[289],terrestrial,Non-invasive,[289]
690,Conidiobolus coronatus (Costantin) A.Batko,Conidiobolus coronatus,Conidiobolus coronatus,Fungi,Entomophthoromycota,Entomophthoromycetes,Entomophthorales,Ancylistaceae,species,CROZET,sub-Antarctic,Crozet,"Base Alfred Faure, ële de la Possession",-46.21174594,51.24779081,ATF,present,,introduced,[273],,,,,2011-2013,2016,[273],host,Inconclusive,
691,Conidiobolus obscurus (I.M.Hall & P.H.Dunn) Remaud. & S.Keller,Conidiobolus obscurus,Conidiobolus obscurus,Fungi,Entomophthoromycota,Entomophthoromycetes,Entomophthorales,Ancylistaceae,species,CROZET,sub-Antarctic,Crozet,ële de la Possession,-46.21174594,51.24779081,ATF,present,,introduced,[273],,,,,2001-2002,2016,[273],host,Inconclusive,
692,Conidiobolus obscurus (I.M.Hall & P.H.Dunn) Remaud. & S.Keller,Conidiobolus obscurus,Conidiobolus obscurus,Fungi,Entomophthoromycota,Entomophthoromycetes,Entomophthorales,Ancylistaceae,species,KERGUE,sub-Antarctic,Kerguelen,ële Haute,-49.32249108,69.47727492,ATF,present,,introduced,[273],,,,,2011-2013,2016,[273],host,Inconclusive,
693,Conidiobolus obscurus (I.M.Hall & P.H.Dunn) Remaud. & S.Keller,Conidiobolus obscurus,Conidiobolus obscurus,Fungi,Entomophthoromycota,Entomophthoromycetes,Entomophthorales,Ancylistaceae,species,KERGUE,sub-Antarctic,Kerguelen,ële May�s,-49.32249108,69.47727492,ATF,present,,introduced,[273],,,,,2011-2013,2016,[273],host,Inconclusive,
694,Conidiobolus obscurus (I.M.Hall & P.H.Dunn) Remaud. & S.Keller,Conidiobolus obscurus,Conidiobolus obscurus,Fungi,Entomophthoromycota,Entomophthoromycetes,Entomophthorales,Ancylistaceae,species,KERGUE,sub-Antarctic,Kerguelen,Port-aux-Fran�ais,-49.32249108,69.47727492,ATF,present,,introduced,[273],,,,,2011-2013,2016,[273],host,Inconclusive,
695,Conium maculatum L.,Conium maculatum,Conium maculatum,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,local and rare,introduced,[81][275][333],,,,,,,,terrestrial,Non-invasive,[81][275]
696,Conium maculatum L.,Conium maculatum,Conium maculatum,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,present,very rare,introduced,[275][333],,,,,,,,terrestrial,Non-invasive,[275]
697,Conium maculatum L.,Conium maculatum,Conium maculatum,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,species,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Amsterdam,-38.26674246,77.54711913,ATF,present,,introduced,[65][75][130][340],,,,,1985,,[75][130],terrestrial,Inconclusive,
698,Conocybe pubescens (Gillet) KŸhner,Conocybe pubescens,Conocybe pubescens,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,Falkland Islands,-51.78640574,-59.10198666,FLK,present,,introduced,[211],,,,,,,,host,Invasive,[211]
699,Convolvulus arvensis L.,Convolvulus arvensis,Convolvulus arvensis,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,,introduced,[212][333],,,,,,,,terrestrial,Inconclusive,
700,Convolvulus L.,Convolvulus sp.,Convolvulus sp.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,genus,TRISTI,sub-Antarctic,Tristan group,Gough Island,-37.28580305,-12.47670702,SHN,uncertain,extinct?,introduced,[333],,,,,,,,terrestrial,Non-invasive,[333]
701,"Conyza bonariensis Linnaeus, 1753",Conyza sumatrensis,Conyza bonariensis,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,commonly found in all habitats all around the island,introduced,[65][217],,,,,1938,,[217],terrestrial,Invasive,[217]
702,Coprinopsis ephemeroides (DC.) G.Moreno,Coprinus ephemeroides,Coprinopsis ephemeroides,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,Falkland Islands,-51.78640574,-59.10198666,FLK,present,,introduced,[211],,,,,,,,host,Inconclusive,
703,"Coprinopsis nivea (Pers.) Redhead, Vilgalys & Moncalvo",Coprinus niveus,Coprinopsis nivea,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,Falkland Islands,-51.78640574,-59.10198666,FLK,present,,introduced,[211],,,,,,,,host,Inconclusive,
704,"Coprinus cordisporus Naveau, 1923",Coprinus cordisporus,Coprinus cordisporus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,Falkland Islands,-51.78640574,-59.10198666,FLK,present,,introduced,[211],,,,,,,,host,Invasive,[211]
